description,title,image_id,user_tags
"Aussies and Kiwis do what they can in East Timor. Lance Corporal Thomas Vallas (front left), Captain Ian Cryer (front right), Deputy Commander International Stabilisation Force Wing Commander Samuel Leske (rear left) and the Commander of the International Stabilisation Force Colonel Michael Reilly with some of the $7113 US dollars raised by International Stabilisation Force Personnel to assist the victims of the Christchurch earthquake disaster.

NZDF personnel in Timor-Leste serving as part of the Australian led International Stabilisation Force (ISF) have raised over USD$7000.00 to help the people of Christchurch.

The earthquake in Christchurch had a profound effect on the NZDF personnel deployed as many of them are based in Burnham. The news of the earthquake was readily available to the forces in Timor-Leste and through the wide variety of communications that are available to personnel deploying overseas, almost everyone was able to contact friends and family within a few days.

The commander of the NZDF contingent, Wing Commander Sam Leske said, “We are all very proud of our colleagues in the NZDF who are helping with the relief effort. We wanted to do something to help the people of Christchurch and fund raising is just one of the small ways we can contribute.”

The fund raising activities, including a raffle and a collection, were enthusiastically supported by the Australian Defence Force (ADF) contingent in the ISF. With many of the ADF members being based in the flood ravaged parts of Queensland they were very much aware of the problems of being away from home during a natural disaster.

“The generosity of our Australian colleagues in the International Stabilisation Force is outstanding. It’s great to see that we come together in the true spirit of ANZAC and help each other out.”

Operation ASTUTE is the ADF's continuing contribution to the maintenance of peace and stability in East Timor. The operation commenced in 2006 following a request from the Government of Timor-Leste to the Australian Government for the creation of a multi-national security force to assist with stability operations within East Timor. The force, called the International Stabilisation Force (ISF) in East Timor, has evolved over time and currently consists of approximately 470 personnel from the Australian and New Zealand Defence Forces. The current rotation of troops is led by an Australian Army Officer, Colonel Mick Reilly, with Royal New Zealand Air Force Officer Wing Commander Samuel Leske serving as the Deputy Commander.

20110309adf8208246_003.JPG.

Follow NZ Defence Force updates on: 

     <a href=""http://twitter.com/#!/nzdefenceforce"" rel=""nofollow"">Twitter</a>      <a href=""http://www.youtube.com/NzDefenceForce"" rel=""nofollow"">YouTube</a>      <a href=""http://www.facebook.com/NewZealandDefenceForce"" rel=""nofollow"">Facebook</a>     


Crown Copyright 2011, NZ Defence Force – Some Rights Reserved.",Anzac Support for CHCH in Timor-Leste,5513887726,"['dili', 'operation', 'timor-leste', 'tls']"
*Photo courtesy of Shane,,223921592,"['bjnok', 'chicago', 'nano', 'road trip', 'road trip 2006', 'shanes perspective', 'zach bushnell']"
"... I would REALLY love to have a house like this.  It has everything I love, weeping willow, water near by and tudor style building (I love the b&w contrast).  I remember going into a lovely day dream as we drifted past.",One Day...,344721353,"['36th', 'anniversary', ""mum and dad's"", 'to be audited']"
Hwy 93 in Montana,road,6024211525,"['jeanne', 'masar']"
Driving through flooded Bangladesh 2004,Dhaka floods 2004,1755814917,[]
Hurricane Sandy is on the way. Everything is shut down. Wind and flooding damage expected later in the evening.,366-12-302,8138914964,[]
,Country road,4163599336,"['bazaleti', 'caucasus', 'countryside', 'georgia', 'mountains', 'rural']"
,P1070127,3694869430,"['30', '30 st mary axe', 'architectuur', 'augurk', 'axe', 'building', 'bullet', 'district', 'engeland', 'england', 'financial', 'foster', 'foster & partners', 'gherkin', 'glas', 'glass', 'gurkin', 'icon', 'koninkrijk', 'londen', 'london', 'lord', 'mary', 'norman', 'prize', 're', 'reflectie', 'reflection', 'rocket', 'skyline', 'spiegel', 'spiegeling', 'st', 'stirling', 'swiss', 'tower', 'uk', 'verenigd', 'weerspiegeling']"
"A road of the Dieng plateau in central Java

... comments are welcome, I'm willing to learn ...",Misty morning,3881009004,[]
,P1070180,4305349478,"['flooding', 'park', 'winter_storm']"
Well it does sometimes and here is what happens when it does rain in Los Angeles.,It never rains in LA,3112647034,"['angeles', 'flood', 'gutter', 'los', 'rainy', 'weather']"
This is why I loved staying in Valletta.,st. ursula's street,6121638,"['city', 'coolpix', 'malta', 'vacation']"
if you want to use or buy this image，please contact me~,heart of china,5184074373,"['architecture', 'avenue', 'beijing', 'building', 'china', 'city', 'heart', 'landmark', 'life', 'peking', 'people', 'road', 'signify', 'society', 'square', 'symbol', 'tiananmen']"
,Flood markers,299580685,"['ellicott city', 'flood', 'marker', 'maryland']"
Where did the road go?,Flooded Street and Boats Sanford,2832611004,"['art prints', 'buy license', 'colorful', 'contact photographer', 'fay', 'flood', 'florida', 'florida photographer', 'landscape photographer', 'license', 'nature', 'prints available', 'sanford', 'scenic photographer', 'stacy young', 'stacyflower', 'stacyflower1', 'street', 'sunset', 'tropical storm', 'weather']"
Source unknown,Flooded Orchard Road - In front of Taka,4705442226,"['flood', 'orchard', 'road']"
"These are taken at night using a ""high ISO"" setting.  These were all taken the first night of the flood - these are the first pictures we have of the water actually overflowing the bank of the Cumberland.",DSC04656,4576039913,[]
,Attempted Arty Boot Shot,436257357,"['australia', 'boots', 'bush', 'flood', 'heading bush', 'outback', 'road']"
The Thames flood barrier,Thames Barrier,200249877,"['london', 'thames', 'thames barrier']"
"Mount Ruapehu towers over the harsh alpine plateau thats called the desert rd. The thinner air and dry environment in obvious. I really boosted the red channel to make the shot more user-friendly as the raw file looked, er, raw....

Ruapehu, is an active stratovolcano at the southern end of the Taupo Volcanic Zone in New Zealand. It is 23 kilometres northeast of Ohakune and 40 kilometres southwest of the southern shore of Lake Taupo, within Tongariro National Park. The North Island's major skifields and only glaciers are on its slopes.

Ruapehu is one of the world's most active volcanoes and the largest active volcano in New Zealand. It is the highest point in the North Island and includes three major peaks: Tahurangi (2,797 m), Te Heuheu (2,755 m) and Paretetaitonga (2,751 m). The deep, active crater is between the peaks and fills with a crater lake between major eruptions.

Ruapehu is largely composed of andesite and began erupting at least 250,000 years ago. In recorded history, major eruptions have been about 50 years apart- in 1895, 1945 and 1995-1996. 

The 1945 eruption emptied the crater lake and dammed the outlet with tephra. The crater slowly refilled with water, until on December 24, 1953 the tephra dam collapsed causing a lahar in the Whangaehu River. The resulting lahar caused a disaster, with the loss of 151 lives, when the Tangiwai railway bridge across the Whangaehu River collapsed while the lahar was in full flood, just before an express train crossed it. 

View Large",Mt Ruapahu from the desert road,2165087150,"['impressedbeauty', 'mountain', 'platinumphoto', 'ski fields', 'the perfect photographer', 'volcano']"
,Richmond,3487057992,"['flood', 'london', 'richmond', 'river', 'river flood', 'thames', 'thames river']"
,Spate,3670310053,"['2009', 'flood', 'moravia', 'northern', 'spate']"
My mom must have said that about 100 times on sunday... she also would not stop complaining about how she had never had to pay 50 bucks to get into the stadium on dozens of previous visits down to the construction site. (her company built the stadium so she did alot of blabbing down on the site),If You Build It They Will Come,2381097829,"['dcist', 'nationals', 'nationals park', 'opening day']"
,IMG_0444,75311196,['flooding']
"Tennyson Drive in Great Kills, Staten Island, NY.",Muddy Waters,8138710684,"['aftermath', 'boats', 'destruction', 'flooding', 'great kills', 'hurricane sandy', 'new york', 'nyc', 'olympus 12mm', 'panasonic lumix g2', 'staten island']"
,St. Pauls church,3936773992,"['anglican', 'architecture', 'bree street', 'building', 'cape town', 'church', 'saint pauls', 'south africa', 'st pauls', 'st pauls church', 'western cape']"
"Taken at the Gaylord Opryland Hotel, Resort & Conference Center, Nashville, Tennessee.",Gaylord Opryland Hotel & Resort,3530136533,"['architecture', 'building', 'gaylord opryland', 'hotel', 'nashville', 'resesort', 'tennessee']"
"it hasn't rained in a month and a half, where did the flooding come from?",wut,5138646948,['wild edibles class']
"<a href=""http://www.oxfordlight.co.uk"" rel=""nofollow"">www.oxfordlight.co.uk</a>",Oxford Flood,8238243343,"['flooding', 'oxford']"
"""This patio has several superimposed floors, laid to counteract the sinking of the land and the constant floods that plagued Tenochtitlan. The three small buildings, aligned with the wall of the Great Temple platform, have been given letter designations: A,B and C. They were built around AD 1500 (Stage IV)

Building A is the one closest to us. Its two stairways lead to the upper part. Only stucco plaster remains on the surface.

Building B, or the Tzompantli (Skull Wall) Altar is decorated with rows of human skulls carved in stone.

Building C or the North Red Temple displays well preserved mural painting. The style and decoration of its architecture evoke the Teotihuacan style.

Another small construction may be seen next to the street of Justo Sierra, at the limits of the Archaeological Zone. This is known as building D.

The structure of largest dimensions, located on the north side, is the House of the Eagles. The rooms in it s interior date to an earlier construction phase between AD 1481 and 1486.""",Patio Norte,3952876148,"['12302009', 'archaeological ruins', 'archaeology', 'aztec', 'christmas in mexico', 'df', 'df zocalo', 'districo federal', 'federal district', 'mex', 'mexica', 'mexico', 'mexico 2008', 'mexico city', 'mexico city zocalo', 'mexico trip 2008', 'pre-colombian', 'pre-hispanic', 'templo mayor', 'tenochtitlan archaeological zone', 'tenocntitlan', 'trips', 'tuesday', 'vacation']"
"Historic 1928 Berkshire County Registry of Deeds Building in Pittsfield, Massachusetts.  The Classical Revival style building was added to the National Register of Historic Places as part of the Park Square Historic District in 1975 (NRHP District No. 75001911).","Berkshire County Registry of Deeds Building (Pittsfield, Massachusetts)",13203372735,"['berkshire county', 'berkshire county registry of deeds', 'massachusetts', 'national register of historic places', 'nrhp', 'park square historic district', 'pittsfield', 'registry of deeds', 'registry of deeds building']"
"Route 66 just outside Victorville,  CA.",Bridge,2577229444,"['30d', 'bridge', 'california', 'canon', 'canonef28300mmf3556lisusm', 'desert', 'highway', 'landscape', 'river', 'route66', 'victorville']"
,,5487537254,"['flood', 'indiana']"
"A woman wades through a flooded street on Nov. 6, 2010, in Port-au-Prince, Haiti, following rains caused by Hurricane Tomas. Photo copyright Kendra Helmer/USAID
All rights reserved",Flooded street,5152499746,"['haiti', 'haiti.hurricane.storm.idps.rain.tomas.flooding.wash', 'hurricane', 'hurricane tomas', 'kendra helmer', 'port-au-prince', 'tomas']"
,Motorcycle Couple,4893861695,"['backlit', 'blur', 'couple', 'd90', 'female', 'florida', 'helmet', 'male', 'motorcycle', 'palm tree', 'rider', 'road', 'wet street', 'yellow', 'yellow motorcycle']"
Photograph taken 7 May 2007 in Kansas by Barbara Reyes.,Photograph taken 7 May 2007 in Kansas by Barbara Reyes.,2739973241,"['flood', 'kansas', 'rain', 'weather']"
"A Texas Army National Guard (TXARNG) UH-60 Black Hawk (Blackhawk) helicopter flies over a flooded New Orleans, Louisiana (LA), while dropping sandbags on a breached levee, during relief operations. (A3593)  (US ARMY PHOTO BY ALAN DOOLEY  050904-A-0000D-072)

To learn about the US Army in Korea, visit: <a href=""http://imcom.korea.army.mil"">imcom.korea.army.mil</a>

For photographs from the US Army in Korea, visit: <a href=""http://www.flickr.com/imcomkorea"">www.flickr.com/imcomkorea</a>

Interested in working for the US Army as a Civilian Employee? Check out our overseas employment video at <a href=""http://www.youtube.com/imcomkorearegion"">www.youtube.com/imcomkorearegion</a>

These images are cleared for release and are considered in the public domain. Request credit be given the US Army and individual photographer.",050904-A-0000D-072,3017045347,"['군인', '대통령', '대피', '대한민국', '로켓', '무기', '미국', '미군', '부시', '오산', '용산', '의료', '이라크', '이란', '전쟁', '주민', '지뢰', '총', '최고', '탱크', '평택', '폭탄', '피해자', '한국', '헬기', '헬리콥터', '현지', '화물차', 'aid', 'armed', 'armor', 'army', 'asia', 'boots', 'east', 'europe', 'family', 'forces', 'ground', 'humanitarian', 'images', 'infantry', 'iraq', 'korea', 'louisiana (la)', 'middle', 'military', 'new orleans', 'patrol', 'ribbon', 'rifles', 'strong', 'tanks', 'united states of america (usa)', 'us', 'war', 'yellow']"
